time,x,y,z,vx,vy,vz,radius,in_late_averaging_window
4.500000000000000000e+00,3.059453140635522428e-01,5.164099244690818491e-01,1.187140053009041601e-01,3.177173964528935413e-01,-2.642914955949050154e-02,5.644410046977042794e-02,5.000000000000000278e-02,1.000000000000000000e+00
4.600000000000000533e+00,3.392410767161756491e-01,5.151670658820608484e-01,1.243245400707962411e-01,3.507120656956212446e-01,-2.462735898713098916e-03,5.758827531303527952e-02,5.000000000000000278e-02,1.000000000000000000e+00
4.700000000000000178e+00,3.743249687476674636e-01,5.157359666219281102e-01,1.286120406939100236e-01,3.575037980733558607e-01,8.828777410106370196e-03,4.117002901586973990e-02,5.000000000000000278e-02,1.000000000000000000e+00
4.800000000000000711e+00,4.063654368307940690e-01,5.170483677428459046e-01,1.332556645068525003e-01,3.048848051095330858e-01,1.188420076054649312e-02,4.241261346809804128e-02,5.000000000000000278e-02,1.000000000000000000e+00
4.900000000000000355e+00,4.365656190635929801e-01,5.184265537560176496e-01,1.389766696142093472e-01,3.094187648392486834e-01,-2.214948022964829261e-03,5.506019009268159348e-02,5.000000000000000278e-02,1.000000000000000000e+00
5.000000000000000000e+00,4.683045093529363267e-01,5.191217201681480597e-01,1.445319713679500406e-01,3.154722142858751854e-01,1.927065021066725128e-02,5.500102901997099697e-02,5.000000000000000278e-02,1.000000000000000000e+00
5.100000000000000533e+00,4.992401786610823899e-01,5.208576836819828193e-01,1.493992761753339948e-01,2.985759678063937272e-01,1.225465183781597814e-02,4.072728517457758352e-02,5.000000000000000278e-02,1.000000000000000000e+00
5.200000000000000178e+00,5.291343750678438873e-01,5.220484291959639478e-01,1.540908779571463216e-01,3.070834037430879571e-01,1.679336795436128793e-02,5.138765462248156418e-02,5.000000000000000278e-02,1.000000000000000000e+00
5.300000000000000711e+00,5.602971236415565937e-01,5.239462028230231772e-01,1.587604384253131218e-01,2.831228661272182090e-01,2.108295030529854300e-03,4.338791998463932542e-02,5.000000000000000278e-02,1.000000000000000000e+00
5.400000000000000355e+00,5.888595998936146936e-01,5.248891139424637364e-01,1.632808684941737531e-01,2.714664387127255218e-01,1.606952428598925828e-02,3.580338545967393787e-02,5.000000000000000278e-02,1.000000000000000000e+00
5.500000000000000000e+00,6.164660079332729969e-01,5.261872746451266014e-01,1.663254793362895778e-01,2.482660145970360388e-01,1.748535544266468763e-03,4.150299901423267282e-03,5.000000000000000278e-02,1.000000000000000000e+00
5.600000000000000533e+00,6.416466515989805997e-01,5.259835556472011175e-01,1.670388908018685115e-01,2.378323610777355324e-01,-1.284497315740832681e-03,3.704108723170562723e-02,5.000000000000000278e-02,1.000000000000000000e+00
5.700000000000000178e+00,6.675415230913149811e-01,5.258393041200155604e-01,1.709680686578470832e-01,2.367745104639017439e-01,9.817626012010343545e-03,4.115600581902447569e-02,5.000000000000000278e-02,1.000000000000000000e+00
5.800000000000000711e+00,6.922798497282317554e-01,5.267223354569896543e-01,1.750770191647972318e-01,2.279743667694012210e-01,-9.727590793067206892e-03,3.890482400114104317e-02,5.000000000000000278e-02,1.000000000000000000e+00
5.900000000000000355e+00,7.158851559818502075e-01,5.254009013617264578e-01,1.787983561116709974e-01,2.458943413908844799e-01,-1.417902437726053025e-02,3.827170627077604997e-02,5.000000000000000278e-02,1.000000000000000000e+00
6.000000000000000000e+00,7.431113031909211131e-01,5.237890999255984115e-01,1.824362940804129807e-01,2.716080516473061701e-01,-1.435263963489682298e-02,3.214120561394499809e-02,5.000000000000000278e-02,1.000000000000000000e+00
