time,x_wrapped,s_unwrapped,y,z,vx,vy,vz,radius,in_late_window,in_velocity_fit_window,vx_linear_fit
1.090000000000000036e+01,2.775347589032597373e-01,-1.517017431241024505e+00,6.951151257844752074e-01,2.676754426233196038e-01,3.874702708332924850e+00,-6.581331749542296272e-02,-4.132379232001935632e-02,5.000000000000000278e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.622665627178462966e+00
1.100000000000000000e+01,3.465568998263359179e-01,-1.447995290317948269e+00,6.919943649886335368e-01,2.891146071159446107e-01,4.721521268863550169e+00,1.488855135903471849e-02,-1.495831138581363295e-02,5.000000000000000278e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.648963791069289808e+00
1.110000000000000142e+01,2.868129113593365087e-01,-1.507739278784947734e+00,7.040245827650514210e-01,2.746249043676104451e-01,3.862180996744537520e+00,1.312053946126218174e-01,5.886049097947382985e-02,5.000000000000000278e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.675261954960117095e+00
1.120000000000000107e+01,5.668744683067344914e-02,-1.737864743313610738e+00,7.240898586548597526e-01,2.411492513188688014e-01,3.464023971584701211e+00,-9.831673675062220508e-03,-7.267164774560234963e-02,5.000000000000000278e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.701560118850943937e+00
1.130000000000000071e+01,8.197516661592127996e-01,-1.974800523985071443e+00,7.159380366683845143e-01,2.234270681228706645e-01,3.949385458542935545e+00,1.590927585662753885e-01,-7.171305080875465393e-03,5.000000000000000278e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.727858282741770779e+00
1.140000000000000036e+01,7.725094505904797071e-01,-2.022042739553804758e+00,7.298572577269970552e-01,2.290006724640209490e-01,3.745845257001645390e+00,-4.046451931812391350e-02,-7.498653607858861425e-02,5.000000000000000278e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.754156446632597621e+00
1.150000000000000000e+01,6.347056909220911702e-01,-2.159846499222193295e+00,6.924867402408900752e-01,2.570314973977737005e-01,3.225440898884612384e+00,7.970047965804549772e-02,-2.062130053240528865e-02,5.000000000000000278e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.780454610523424464e+00
1.160000000000000142e+01,5.020438873375629996e-01,-2.292508302806721687e+00,7.307712138822060055e-01,2.436233410897424845e-01,4.077497004434281536e+00,-5.908375826622149635e-02,-4.320432932552147748e-02,5.000000000000000278e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.806752774414251750e+00
1.170000000000000107e+01,1.976133633987428029e-01,-2.596938826745541995e+00,7.271356363473450157e-01,2.100078812559142971e-01,3.611592882096772872e+00,1.356999116726651314e-02,-3.812338434979968549e-02,5.000000000000000278e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.833050938305078148e+00
1.180000000000000071e+01,5.436824666461187450e-02,-2.740183943479673090e+00,7.643513129930484817e-01,2.177188249335072212e-01,3.890527009990048857e+00,1.080761064030961657e-02,-6.013225291287811747e-02,5.000000000000000278e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.859349102195904990e+00
1.190000000000000036e+01,8.203086355248299100e-01,-2.974243554619454777e+00,7.779194228321993920e-01,2.354627967437693814e-01,3.807458415367607873e+00,1.100586449139818734e-01,1.891739250443006393e-01,5.000000000000000278e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.885647266086731833e+00
