time,x,y,z,vx,vy,vz,radius,gap_bottom,gap_top,closest_surface_gap,in_correlation_window
1.100000000000000000e+01,5.717535953639599766e-01,2.528562615420416049e-01,1.777096860185353733e-01,2.579206779157713902e-01,-1.091606797598379010e-03,6.558686115487233348e-02,5.000000000000000278e-02,1.277096860185353844e-01,2.722903139814646378e-01,1.277096860185353844e-01,1.000000000000000000e+00
1.110000000000000142e+01,6.007346032432085980e-01,2.528130220532371908e-01,1.836201705648909388e-01,3.258126763863595787e-01,-6.695455733896266137e-03,5.543813745311471086e-02,5.000000000000000278e-02,1.336201705648909499e-01,2.663798294351090723e-01,1.336201705648909499e-01,1.000000000000000000e+00
1.120000000000000107e+01,6.275965532553644532e-01,2.532653799747390799e-01,1.893627487972187051e-01,2.598829404948231891e-01,4.150690937764940636e-03,5.283863892191082573e-02,5.000000000000000278e-02,1.393627487972187162e-01,2.606372512027813060e-01,1.393627487972187162e-01,1.000000000000000000e+00
1.130000000000000071e+01,6.549327524942891721e-01,2.555740960501373671e-01,1.945245659731063281e-01,2.522637768662656099e-01,1.478025672825068401e-02,6.074006899586587016e-02,5.000000000000000278e-02,1.445245659731063115e-01,2.554754340268937107e-01,1.445245659731063115e-01,1.000000000000000000e+00
1.140000000000000036e+01,6.772066567280305982e-01,2.580376713764014340e-01,1.986524068954004241e-01,2.211431719858389378e-01,3.900674606005938294e-02,3.152299958289676851e-02,5.000000000000000278e-02,1.486524068954004352e-01,2.513475931045995870e-01,1.486524068954004352e-01,1.000000000000000000e+00
1.150000000000000000e+01,7.025039629884102244e-01,2.621540574488609998e-01,2.017914299296075520e-01,2.506936490102376069e-01,4.892487049991024045e-02,3.714420426279262111e-02,5.000000000000000278e-02,1.517914299296075353e-01,2.482085700703924869e-01,1.517914299296075353e-01,1.000000000000000000e+00
1.160000000000000142e+01,7.283062732139486961e-01,2.671919139163125845e-01,2.054714510553206086e-01,2.860996595734007775e-01,5.500152917374395711e-02,3.897958817662354469e-02,5.000000000000000278e-02,1.554714510553206197e-01,2.445285489446794025e-01,1.554714510553206197e-01,1.000000000000000000e+00
1.170000000000000107e+01,7.570355443949148277e-01,2.738525995450946104e-01,2.076257912597435085e-01,2.988337676950259536e-01,7.476549441934149387e-02,8.991749436304393925e-03,5.000000000000000278e-02,1.576257912597435196e-01,2.423742087402565026e-01,1.576257912597435196e-01,1.000000000000000000e+00
1.180000000000000071e+01,7.842742620270486409e-01,2.803039487897056037e-01,2.118469905485963201e-01,2.474961751059545356e-01,6.227112694278243848e-02,4.810579488002430376e-02,5.000000000000000278e-02,1.618469905485963034e-01,2.381530094514036633e-01,1.618469905485963034e-01,1.000000000000000000e+00
1.190000000000000036e+01,8.100513397921227376e-01,2.858059777457084838e-01,2.154657392389409676e-01,2.785990545289909193e-01,6.398596772352477258e-02,2.378874982458501625e-02,5.000000000000000278e-02,1.654657392389409787e-01,2.345342607610590435e-01,1.654657392389409787e-01,1.000000000000000000e+00
1.200000000000000000e+01,8.344942215838694333e-01,2.877751124711629416e-01,2.181395029138056274e-01,2.656803852862107962e-01,1.647266032405142119e-02,2.359239713044927397e-02,5.000000000000000278e-02,1.681395029138056385e-01,2.318604970861943837e-01,1.681395029138056385e-01,1.000000000000000000e+00
1.210000000000000142e+01,8.637406353213422650e-01,2.897629345568832893e-01,2.217645362679217524e-01,2.843452249574870971e-01,2.523356526200733543e-02,5.880850570838831726e-02,5.000000000000000278e-02,1.717645362679217635e-01,2.282354637320782587e-01,1.717645362679217635e-01,1.000000000000000000e+00
1.220000000000000107e+01,8.954273970350319356e-01,2.926201210687464083e-01,2.278643851203590864e-01,3.448129348215703271e-01,3.558360784267205340e-02,6.134365364737449228e-02,5.000000000000000278e-02,1.778643851203590698e-01,2.221356148796408969e-01,1.778643851203590698e-01,1.000000000000000000e+00
1.230000000000000071e+01,9.311806543803229363e-01,2.975423174316485508e-01,2.318511730380098113e-01,3.665230527354419454e-01,3.462945569929558320e-02,1.273229171309025846e-02,5.000000000000000278e-02,1.818511730380097946e-01,2.181488269619901721e-01,1.818511730380097946e-01,1.000000000000000000e+00
1.240000000000000036e+01,9.621617062177303392e-01,3.044872423194200928e-01,2.282073634898441339e-01,3.177610601817806857e-01,8.007066166117506045e-02,-9.559091289570723071e-02,5.000000000000000278e-02,1.782073634898441172e-01,2.217926365101558495e-01,1.782073634898441172e-01,1.000000000000000000e+00
1.250000000000000000e+01,9.968931132129223993e-01,3.106026177892953211e-01,2.184276670174879198e-01,3.839609094756939456e-01,6.095325274494112211e-02,-8.545868465883504905e-02,5.000000000000000278e-02,1.684276670174879031e-01,2.315723329825120635e-01,1.684276670174879031e-01,1.000000000000000000e+00
1.260000000000000142e+01,6.710585250925321654e-02,3.694437482625863578e-01,1.086542708432105819e-01,5.496709726899581261e-01,3.830698325593275277e-01,-7.989411925130043279e-01,5.000000000000000278e-02,5.865427084321057916e-02,3.413457291567894569e-01,5.865427084321057916e-02,1.000000000000000000e+00
1.270000000000000107e+01,9.943583772302283519e-02,3.921775369559224456e-01,1.244353773964338578e-01,2.716389200159702866e-01,1.895121409468592810e-01,2.811389538661619447e-01,5.000000000000000278e-02,7.443537739643385498e-02,3.255646226035661672e-01,7.443537739643385498e-02,1.000000000000000000e+00
1.280000000000000071e+01,1.290502184728168356e-01,4.093165479942322826e-01,1.511961117854314085e-01,3.060160001072841918e-01,1.360855999349489531e-01,2.298547301689698452e-01,5.000000000000000278e-02,1.011961117854314057e-01,2.988038882145686026e-01,1.011961117854314057e-01,1.000000000000000000e+00
1.290000000000000036e+01,1.594700934166206618e-01,4.209760219340549225e-01,1.704328517361484996e-01,3.158203779761583618e-01,1.016113115707325126e-01,1.501505143015703925e-01,5.000000000000000278e-02,1.204328517361484968e-01,2.795671482638514838e-01,1.204328517361484968e-01,1.000000000000000000e+00
1.300000000000000000e+01,1.933932907196363460e-01,4.310983048032697162e-01,1.863366884176471394e-01,3.476460991128511591e-01,6.650925259184434224e-02,1.363978999812873738e-01,5.000000000000000278e-02,1.363366884176471228e-01,2.636633115823528439e-01,1.363366884176471228e-01,1.000000000000000000e+00
1.310000000000000142e+01,2.278633541302761412e-01,4.369557468571010905e-01,1.979358614595274624e-01,3.334256285132866093e-01,5.324434307497105667e-02,1.056152901314238030e-01,5.000000000000000278e-02,1.479358614595274735e-01,2.520641385404725487e-01,1.479358614595274735e-01,1.000000000000000000e+00
1.320000000000000107e+01,2.602408220522125504e-01,4.412927691750702652e-01,2.029735450122952256e-01,3.428068252901811941e-01,4.489733345670388065e-02,3.880529443223038055e-02,5.000000000000000278e-02,1.529735450122952090e-01,2.470264549877047577e-01,1.529735450122952090e-01,1.000000000000000000e+00
1.330000000000000071e+01,2.952797131095830085e-01,4.453539775809999823e-01,2.063116837581194796e-01,3.430146853520898986e-01,3.353004477428463831e-02,3.888810810632934573e-02,5.000000000000000278e-02,1.563116837581194907e-01,2.436883162418805315e-01,1.563116837581194907e-01,1.000000000000000000e+00
1.340000000000000036e+01,3.279062267815214815e-01,4.488900136424970877e-01,2.099413507856341954e-01,2.716752368766711667e-01,2.628046743941810093e-02,1.514882461735349642e-02,5.000000000000000278e-02,1.599413507856342065e-01,2.400586492143658157e-01,1.599413507856342065e-01,1.000000000000000000e+00
1.350000000000000000e+01,3.548882454985646806e-01,4.513425796292641623e-01,2.109258973931170955e-01,2.367613223152179591e-01,1.125799186172287379e-02,1.886188870587272165e-02,5.000000000000000278e-02,1.609258973931170789e-01,2.390741026068829433e-01,1.609258973931170789e-01,1.000000000000000000e+00
1.360000000000000142e+01,3.826313603752325987e-01,4.519609005075505559e-01,2.124299014466251301e-01,2.972140533517169114e-01,-4.146239960425322953e-03,1.471130488295308708e-02,5.000000000000000278e-02,1.624299014466251134e-01,2.375700985533749088e-01,1.624299014466251134e-01,1.000000000000000000e+00
1.370000000000000107e+01,4.119664182389237705e-01,4.504546964747203619e-01,2.147589236954726977e-01,2.786578149090960244e-01,-1.907907114856155842e-02,4.153591699966463491e-02,5.000000000000000278e-02,1.647589236954726810e-01,2.352410763045273412e-01,1.647589236954726810e-01,1.000000000000000000e+00
1.380000000000000071e+01,4.407684638467772587e-01,4.482243127329887389e-01,2.178022068612441575e-01,2.742187762526208661e-01,-1.419981278008981829e-02,2.174936269159409574e-02,5.000000000000000278e-02,1.678022068612441409e-01,2.321977931387558258e-01,1.678022068612441409e-01,1.000000000000000000e+00
1.390000000000000036e+01,4.665488537190020657e-01,4.461567223585380937e-01,2.192000596191586159e-01,2.515265594222343415e-01,-5.475468418733770576e-03,4.953565383340748085e-03,5.000000000000000278e-02,1.692000596191586270e-01,2.307999403808413952e-01,1.692000596191586270e-01,1.000000000000000000e+00
1.400000000000000000e+01,4.899819054942852747e-01,4.450857453114350770e-01,2.197777592935431512e-01,2.470070500295835081e-01,-9.937761337556111352e-03,1.210764296687951748e-02,5.000000000000000278e-02,1.697777592935431623e-01,2.302222407064568599e-01,1.697777592935431623e-01,1.000000000000000000e+00
1.410000000000000142e+01,5.180845679053708297e-01,4.439001864696965893e-01,2.206305503268196355e-01,2.864987545494311338e-01,-6.096114304143633589e-03,1.428826629938071725e-02,5.000000000000000278e-02,1.706305503268196189e-01,2.293694496731803478e-01,1.706305503268196189e-01,1.000000000000000000e+00
1.420000000000000107e+01,5.445643058865272668e-01,4.447465187632244632e-01,2.217814177182553526e-01,2.663676955507631727e-01,1.787869473739300136e-02,4.411980425477226610e-03,5.000000000000000278e-02,1.717814177182553359e-01,2.282185822817446863e-01,1.717814177182553359e-01,1.000000000000000000e+00
1.430000000000000071e+01,5.691694206519999355e-01,4.450239972844611813e-01,2.232202929652384038e-01,2.191264378799292756e-01,-8.712890694934567401e-03,3.469504174638302074e-02,5.000000000000000278e-02,1.732202929652383872e-01,2.267797070347616351e-01,1.732202929652383872e-01,1.000000000000000000e+00
1.440000000000000036e+01,5.944176856028741129e-01,4.441270136795855694e-01,2.262327947509349402e-01,2.809295843983471430e-01,7.407055944038522331e-04,2.795431007553864783e-02,5.000000000000000278e-02,1.762327947509349513e-01,2.237672052490650709e-01,1.762327947509349513e-01,1.000000000000000000e+00
1.450000000000000000e+01,6.233956886132192565e-01,4.444572944485824517e-01,2.296925465885688578e-01,2.956409904955054624e-01,-5.427807607617249688e-04,3.631203533828564894e-02,5.000000000000000278e-02,1.796925465885688689e-01,2.203074534114311533e-01,1.796925465885688689e-01,1.000000000000000000e+00
1.460000000000000142e+01,6.505887285081206617e-01,4.434467685212940546e-01,2.323560774693257669e-01,2.545099541691537848e-01,1.372391718135895951e-03,3.820964253787856313e-02,5.000000000000000278e-02,1.823560774693257502e-01,2.176439225306742720e-01,1.823560774693257502e-01,1.000000000000000000e+00
1.470000000000000107e+01,6.766979634711296487e-01,4.426228770490891473e-01,2.365108145973340292e-01,2.638768121766042474e-01,-1.864043770733133515e-02,4.080901517094016190e-02,5.000000000000000278e-02,1.865108145973340403e-01,2.134891854026659819e-01,1.865108145973340403e-01,1.000000000000000000e+00
1.480000000000000071e+01,7.029576133020591922e-01,4.422345268307101285e-01,2.408904493093263210e-01,2.482264220280916145e-01,9.253545326629256801e-04,3.093841871503722959e-02,5.000000000000000278e-02,1.908904493093263044e-01,2.091095506906736623e-01,1.908904493093263044e-01,1.000000000000000000e+00
1.490000000000000036e+01,7.285501016088490323e-01,4.424092021367758143e-01,2.442795325558704267e-01,2.369074448741959604e-01,1.419954190436339189e-03,3.956822005361636946e-02,5.000000000000000278e-02,1.942795325558704378e-01,2.057204674441295844e-01,1.942795325558704378e-01,1.000000000000000000e+00
1.500000000000000000e+01,7.547641965981048973e-01,4.431071897156870776e-01,2.482448209964568109e-01,2.976303867747148169e-01,-2.161184658998564941e-03,4.567958565790181807e-02,5.000000000000000278e-02,1.982448209964567942e-01,2.017551790035431725e-01,1.982448209964567942e-01,1.000000000000000000e+00
1.510000000000000142e+01,7.842973441680223257e-01,4.428042169132163641e-01,2.525628591876041829e-01,2.679261238111814158e-01,-9.719996499667718504e-03,3.228371535857580549e-02,5.000000000000000278e-02,2.025628591876041940e-01,1.974371408123958282e-01,1.974371408123958282e-01,1.000000000000000000e+00
1.520000000000000107e+01,8.114204990248625737e-01,4.423114200580684496e-01,2.560491691328191100e-01,2.745639319391217081e-01,1.432564473924461193e-03,4.300879350346827057e-02,5.000000000000000278e-02,2.060491691328191211e-01,1.939508308671809012e-01,1.939508308671809012e-01,1.000000000000000000e+00
1.530000000000000071e+01,8.412443723736278134e-01,4.428751364979621186e-01,2.597305953530872902e-01,3.104033441505675284e-01,3.443870648480613743e-03,3.411861807226729965e-02,5.000000000000000278e-02,2.097305953530873013e-01,1.902694046469127209e-01,1.902694046469127209e-01,1.000000000000000000e+00
1.540000000000000036e+01,8.722131295472048684e-01,4.432300278833152807e-01,2.617811087955289051e-01,2.997703999228230609e-01,-1.077094456098337538e-02,7.178918056183569360e-03,5.000000000000000278e-02,2.117811087955289162e-01,1.882188912044711060e-01,1.882188912044711060e-01,1.000000000000000000e+00
1.550000000000000000e+01,9.047707153328556906e-01,4.422302746675267904e-01,2.621111943326790983e-01,3.278814778659491780e-01,-6.846304169979029221e-03,8.670378602534167811e-03,5.000000000000000278e-02,2.121111943326791094e-01,1.878888056673209128e-01,1.878888056673209128e-01,1.000000000000000000e+00
1.560000000000000142e+01,9.401416869151315581e-01,4.404027629707941704e-01,2.622825734275257559e-01,3.776013126010843712e-01,-2.530277845583788626e-02,1.611266037063340331e-02,5.000000000000000278e-02,2.122825734275257670e-01,1.877174265724742552e-01,1.877174265724742552e-01,1.000000000000000000e+00
1.570000000000000107e+01,9.794748106212858296e-01,4.370999691158212741e-01,2.632983129077392515e-01,4.052664126481537732e-01,-3.159595102201757238e-02,8.567440829740369246e-03,5.000000000000000278e-02,2.132983129077392626e-01,1.867016870922607596e-01,1.867016870922607596e-01,1.000000000000000000e+00
1.580000000000000071e+01,1.009664630452177247e-01,4.954810827984695853e-01,2.097069698753408207e-01,1.705579581793330135e+00,1.103349679611649981e+00,-9.514343760117704996e-01,5.000000000000000278e-02,1.597069698753408318e-01,2.402930301246591904e-01,1.597069698753408318e-01,1.000000000000000000e+00
1.590000000000000036e+01,2.086660390506000495e-01,5.648696300278023275e-01,1.506535314845919571e-01,7.188578168469732521e-01,4.255153629752601030e-01,-4.161428323205610402e-01,5.000000000000000278e-02,1.006535314845919543e-01,2.993464685154080818e-01,1.006535314845919543e-01,1.000000000000000000e+00
1.600000000000000000e+01,2.688935492406270833e-01,5.930867664813167517e-01,1.210499769212671634e-01,5.181414055228508175e-01,2.062617221882246943e-01,-2.089940659351034180e-01,5.000000000000000278e-02,7.104997692126716058e-02,3.289500230787328339e-01,7.104997692126716058e-02,1.000000000000000000e+00
1.610000000000000142e+01,3.143446075787690308e-01,6.125807165052408187e-01,1.116688698736971741e-01,3.870222910737424749e-01,1.651973854045658552e-01,-9.855743582082887241e-03,5.000000000000000278e-02,6.166886987369717132e-02,3.383311301263028370e-01,6.166886987369717132e-02,1.000000000000000000e+00
1.619999999999999929e+01,3.492345121335298508e-01,6.238334757140738818e-01,1.120579877478806163e-01,3.253687128812502993e-01,9.241452427236515610e-02,1.528543635685987445e-02,5.000000000000000278e-02,6.205798774788061356e-02,3.379420122521193948e-01,6.205798774788061356e-02,1.000000000000000000e+00
1.630000000000000071e+01,3.796952787290551190e-01,6.329022818935389205e-01,1.139875503389172345e-01,2.940943482765647765e-01,8.384911722330770645e-02,2.305919277349769564e-02,5.000000000000000278e-02,6.398755033891723176e-02,3.360124496610827904e-01,6.398755033891723176e-02,1.000000000000000000e+00
1.640000000000000213e+01,4.112571119487481441e-01,6.402188980528248363e-01,1.166943802920440837e-01,3.375550383631922835e-01,6.006649111871673052e-02,3.569710968250694449e-02,5.000000000000000278e-02,6.669438029204408092e-02,3.333056197079559135e-01,6.669438029204408092e-02,1.000000000000000000e+00
1.650000000000000000e+01,4.422955358360010636e-01,6.453625185198407221e-01,1.202066173345277961e-01,3.169856583426284846e-01,4.570754407576619466e-02,4.892633261696937436e-02,5.000000000000000278e-02,7.020661733452779329e-02,3.297933826654722012e-01,7.020661733452779329e-02,1.000000000000000000e+00
1.660000000000000142e+01,4.711700447628799915e-01,6.482596999003975569e-01,1.237200439603363816e-01,2.758538068248277964e-01,3.807402975784493493e-02,3.061924017153076077e-02,5.000000000000000278e-02,7.372004396033637885e-02,3.262799560396636434e-01,7.372004396033637885e-02,1.000000000000000000e+00
1.669999999999999929e+01,4.980404649017272090e-01,6.523472710751203607e-01,1.271894615127892036e-01,2.500699083842969905e-01,3.471261892316986758e-02,2.683964293501781700e-02,5.000000000000000278e-02,7.718946151278920087e-02,3.228105384872108075e-01,7.718946151278920087e-02,1.000000000000000000e+00
1.680000000000000071e+01,5.207774366451327630e-01,6.547636152654603414e-01,1.312928684713394190e-01,2.438021648005852249e-01,-5.135222174399021317e-03,4.963280104672276177e-02,5.000000000000000278e-02,8.129286847133941618e-02,3.187071315286605921e-01,8.129286847133941618e-02,1.000000000000000000e+00
1.690000000000000213e+01,5.466386449187519148e-01,6.560258748190360700e-01,1.368340159812686807e-01,2.406648443429872386e-01,2.576845206219579784e-02,5.732542107003388288e-02,5.000000000000000278e-02,8.683401598126867793e-02,3.131659840187313582e-01,8.683401598126867793e-02,1.000000000000000000e+00
1.700000000000000000e+01,5.710837543643878522e-01,6.574867460388695850e-01,1.427139948177505169e-01,2.606711329310837932e-01,7.464590880593086411e-04,6.508759873684802355e-02,5.000000000000000278e-02,9.271399481775051410e-02,3.072860051822495220e-01,9.271399481775051410e-02,1.000000000000000000e+00
1.710000000000000142e+01,5.979953269209749012e-01,6.579625960623681769e-01,1.486142519800510708e-01,2.511373883699963283e-01,1.912260720087075386e-02,7.027890855603599607e-02,5.000000000000000278e-02,9.861425198005106807e-02,3.013857480199489403e-01,9.861425198005106807e-02,1.000000000000000000e+00
1.719999999999999929e+01,6.237646873742009879e-01,6.591553932093459078e-01,1.553517859876603624e-01,2.772198370449301397e-01,1.206004279890387880e-02,7.091500233116018737e-02,5.000000000000000278e-02,1.053517859876603596e-01,2.946482140123396487e-01,1.053517859876603596e-01,1.000000000000000000e+00
1.730000000000000071e+01,6.514953118687976108e-01,6.586544408502396086e-01,1.624819204378642745e-01,2.756118397680499821e-01,-2.150978071600035887e-02,6.288906260201057585e-02,5.000000000000000278e-02,1.124819204378642717e-01,2.875180795621357643e-01,1.124819204378642717e-01,1.000000000000000000e+00
1.740000000000000213e+01,6.799871372682605442e-01,6.563109136043591141e-01,1.688047237525276689e-01,3.074397594825230007e-01,-2.132165225508246553e-02,6.038932061122145173e-02,5.000000000000000278e-02,1.188047237525276661e-01,2.811952762474723699e-01,1.188047237525276661e-01,1.000000000000000000e+00
1.750000000000000000e+01,7.096733353515980447e-01,6.543643150239967232e-01,1.750419071237527546e-01,2.576140078924897825e-01,4.340002283524557920e-03,4.758779910858693118e-02,5.000000000000000278e-02,1.250419071237527380e-01,2.749580928762472287e-01,1.250419071237527380e-01,1.000000000000000000e+00
1.760000000000000142e+01,7.348803055948861518e-01,6.537331201202627451e-01,1.801073955033983820e-01,2.758095419707918272e-01,-1.437492021723781564e-02,4.658891476360089989e-02,5.000000000000000278e-02,1.301073955033983931e-01,2.698926044966016291e-01,1.301073955033983931e-01,1.000000000000000000e+00
1.769999999999999929e+01,7.630662096863587429e-01,6.523570678672542256e-01,1.832823091263301452e-01,2.956546618937083148e-01,-1.850027072770680722e-02,2.470489903941956375e-02,5.000000000000000278e-02,1.332823091263301563e-01,2.667176908736698659e-01,1.332823091263301563e-01,1.000000000000000000e+00
1.780000000000000071e+01,7.923202232158166325e-01,6.510692648503701996e-01,1.860825771191779721e-01,2.768820556759533646e-01,-1.470294943497693976e-02,3.649653768569049300e-02,5.000000000000000278e-02,1.360825771191779832e-01,2.639174228808220390e-01,1.360825771191779832e-01,1.000000000000000000e+00
1.790000000000000213e+01,8.203147337954843632e-01,6.493331912307229725e-01,1.901030209964521545e-01,3.031775668726021111e-01,-2.180611889383147345e-02,2.335681072893012328e-02,5.000000000000000278e-02,1.401030209964521656e-01,2.598969790035478566e-01,1.401030209964521656e-01,1.000000000000000000e+00
1.800000000000000000e+01,8.479243582733031470e-01,6.480494452561542662e-01,1.917285388182627393e-01,2.732447237420458364e-01,-1.723547986384107999e-02,1.318838268312224130e-02,5.000000000000000278e-02,1.417285388182627504e-01,2.582714611817372719e-01,1.417285388182627504e-01,1.000000000000000000e+00
1.810000000000000142e+01,8.735074701671914355e-01,6.453887159725679723e-01,1.933443803300230190e-01,2.621409815004546728e-01,-2.989718143243292811e-02,1.673316455282223073e-02,5.000000000000000278e-02,1.433443803300230024e-01,2.566556196699770198e-01,1.433443803300230024e-01,1.000000000000000000e+00
1.819999999999999929e+01,9.005175843406303393e-01,6.432912758119453400e-01,1.949797588519188163e-01,2.775203607027881825e-01,-2.930802978187256255e-02,2.380249023693168861e-02,5.000000000000000278e-02,1.449797588519188274e-01,2.550202411480811948e-01,1.449797588519188274e-01,1.000000000000000000e+00
1.830000000000000071e+01,9.285986803405736900e-01,6.404028018346942241e-01,1.962065094538524845e-01,2.895721518694422958e-01,-3.272704573720834620e-02,5.947451973840443482e-03,5.000000000000000278e-02,1.462065094538524956e-01,2.537934905461475266e-01,1.462065094538524956e-01,1.000000000000000000e+00
1.840000000000000213e+01,9.540477447791675392e-01,6.367952161658020360e-01,1.955596541688492673e-01,2.686448640206950955e-01,-1.866160325270175419e-02,-2.335960333347361986e-02,5.000000000000000278e-02,1.455596541688492507e-01,2.544403458311507715e-01,1.455596541688492507e-01,1.000000000000000000e+00
1.850000000000000000e+01,9.836142838291945800e-01,6.322910899344726943e-01,1.928967435042086287e-01,3.112468689408393607e-01,-4.959225166559600578e-02,-2.663598277238582446e-02,5.000000000000000278e-02,1.428967435042086120e-01,2.571032564957914102e-01,1.428967435042086120e-01,1.000000000000000000e+00
1.860000000000000142e+01,5.532269538905265627e-02,6.536670588043945740e-01,2.036596093293807641e-01,1.325292924352777568e+00,6.259143080657855185e-01,3.664541461925630572e-01,5.000000000000000278e-02,1.536596093293807752e-01,2.463403906706192470e-01,1.536596093293807752e-01,1.000000000000000000e+00
1.869999999999999929e+01,1.560021305804780711e-01,6.993267590540571677e-01,2.322066181287136544e-01,6.899407150582506087e-01,2.901779315530479963e-01,1.602327401253985095e-01,5.000000000000000278e-02,1.822066181287136377e-01,2.177933818712863290e-01,1.822066181287136377e-01,1.000000000000000000e+00
1.880000000000000071e+01,2.154191482298837002e-01,7.235323394697916743e-01,2.458623423435492561e-01,5.668244540619813421e-01,2.184317375798882632e-01,1.304077249513896641e-01,5.000000000000000278e-02,1.958623423435492672e-01,2.041376576564507550e-01,1.958623423435492672e-01,1.000000000000000000e+00
1.890000000000000213e+01,2.723451494602981415e-01,7.411656576774837690e-01,2.580832709655380142e-01,5.773726304282984501e-01,1.530194948575750169e-01,1.045368206701952907e-01,5.000000000000000278e-02,2.080832709655380253e-01,1.919167290344619969e-01,1.919167290344619969e-01,1.000000000000000000e+00
1.900000000000000000e+01,3.237425898538953684e-01,7.536164511756375806e-01,2.691226494668473301e-01,4.825470879833214100e-01,1.048679454558938268e-01,9.608647797175733085e-02,5.000000000000000278e-02,2.191226494668473412e-01,1.808773505331526810e-01,1.808773505331526810e-01,1.000000000000000000e+00
1.910000000000000142e+01,3.690218180264252523e-01,7.633609531461309494e-01,2.771216150557201385e-01,4.325622550682752809e-01,9.028054180171646292e-02,5.961678299203170689e-02,5.000000000000000278e-02,2.271216150557201496e-01,1.728783849442798726e-01,1.728783849442798726e-01,1.000000000000000000e+00
1.920000000000000284e+01,4.102317434860821010e-01,7.693970959420297628e-01,2.833546525896605273e-01,3.505517081192233153e-01,5.172434597048420485e-02,4.341257497004113314e-02,5.000000000000000278e-02,2.333546525896605384e-01,1.666453474103394838e-01,1.666453474103394838e-01,1.000000000000000000e+00
1.930000000000000071e+01,4.449917722544355914e-01,7.745247886935187065e-01,2.875914264232731221e-01,3.455532124669279392e-01,5.002269738208935113e-02,4.271619401831225349e-02,5.000000000000000278e-02,2.375914264232731332e-01,1.624085735767268890e-01,1.624085735767268890e-01,1.000000000000000000e+00
1.940000000000000213e+01,4.785732534182911557e-01,7.785196752238121576e-01,2.919832372998588665e-01,3.345496653397557751e-01,3.804446554326692403e-02,4.484986713262009012e-02,5.000000000000000278e-02,2.419832372998588776e-01,1.580167627001411446e-01,1.580167627001411446e-01,1.000000000000000000e+00
1.950000000000000000e+01,5.123834176950690100e-01,7.816407950166824881e-01,2.975844160628947632e-01,3.144692745039123216e-01,2.454392530015199470e-02,6.317569964432849516e-02,5.000000000000000278e-02,2.475844160628947743e-01,1.524155839371052479e-01,1.524155839371052479e-01,1.000000000000000000e+00
1.960000000000000142e+01,5.434547869669965614e-01,7.832314173054533146e-01,3.035793780147655330e-01,3.022205221005420661e-01,1.279306115013562062e-02,5.019149221054065857e-02,5.000000000000000278e-02,2.535793780147655441e-01,1.464206219852344781e-01,1.464206219852344781e-01,1.000000000000000000e+00
1.970000000000000284e+01,5.735523644192805914e-01,7.842060447812807533e-01,3.073871871950528689e-01,2.781224071785062812e-01,3.001261880359158002e-02,2.600996763089440805e-02,5.000000000000000278e-02,2.573871871950528800e-01,1.426128128049471422e-01,1.426128128049471422e-01,1.000000000000000000e+00
1.980000000000000071e+01,6.018058441565143912e-01,7.887277912279121450e-01,3.097862486236226953e-01,2.719093408070139550e-01,6.913470551540309983e-02,2.054302513946843975e-02,5.000000000000000278e-02,2.597862486236227064e-01,1.402137513763773158e-01,1.402137513763773158e-01,1.000000000000000000e+00
