time,x,y,z,vx,vy,vz,radius,gap_bottom,gap_top,closest_surface_gap,in_correlation_window
2.900000000000000355e+00,7.479019272902487359e-01,5.123624081191084922e-01,2.391940414472695231e-01,1.746990787290522429e-01,8.473814663005601461e-03,1.586517870048705786e-02,5.000000000000000278e-02,1.891940414472695342e-01,2.108059585527304880e-01,1.891940414472695342e-01,0.000000000000000000e+00
3.000000000000000000e+00,7.641375335032178917e-01,5.145784432450237755e-01,2.423014703351527577e-01,1.699633877114695990e-01,3.443823111938255216e-02,3.799444198597926731e-02,5.000000000000000278e-02,1.923014703351527688e-01,2.076985296648472534e-01,1.923014703351527688e-01,0.000000000000000000e+00
3.100000000000000089e+00,7.811633045754328153e-01,5.165880411371884806e-01,2.450279876478902996e-01,1.795478916306110506e-01,7.841192641024159402e-03,3.227106694082363531e-02,5.000000000000000278e-02,1.950279876478903107e-01,2.049720123521097115e-01,1.950279876478903107e-01,0.000000000000000000e+00
3.200000000000000178e+00,8.010303439699417716e-01,5.166929420017684071e-01,2.494190263235311344e-01,2.225395053848570892e-01,-7.184024231926268780e-03,5.345449248153484600e-02,5.000000000000000278e-02,1.994190263235311456e-01,2.005809736764688767e-01,1.994190263235311456e-01,0.000000000000000000e+00
3.300000000000000266e+00,8.248271225473730039e-01,5.150123452060011431e-01,2.537372612636343283e-01,2.375683566475046971e-01,-1.655506611153172158e-02,3.399912043700526604e-02,5.000000000000000278e-02,2.037372612636343394e-01,1.962627387363656828e-01,1.962627387363656828e-01,0.000000000000000000e+00
3.400000000000000355e+00,8.501562202451384831e-01,5.133564355996331763e-01,2.553308696503181485e-01,2.697733458635256931e-01,-1.528625192098528873e-02,1.049405012609201486e-02,5.000000000000000278e-02,2.053308696503181596e-01,1.946691303496818626e-01,1.946691303496818626e-01,0.000000000000000000e+00
3.500000000000000000e+00,8.759096800331886978e-01,5.135936172265864741e-01,2.550647242797964842e-01,2.721336149575835917e-01,2.720532786980743925e-02,1.063700862402567650e-03,5.000000000000000278e-02,2.050647242797964953e-01,1.949352757202035269e-01,1.949352757202035269e-01,0.000000000000000000e+00
3.600000000000000089e+00,9.008179240802119958e-01,5.129059509753756130e-01,2.557336772277212233e-01,2.262066098534366576e-01,-1.141151566454796581e-02,8.580299230331642213e-03,5.000000000000000278e-02,2.057336772277212344e-01,1.942663227722787878e-01,1.942663227722787878e-01,0.000000000000000000e+00
3.700000000000000178e+00,9.229920346349521632e-01,5.120161859988283659e-01,2.558187141057392533e-01,2.244467893065243413e-01,1.475976237502227284e-02,-1.547905761078537633e-02,5.000000000000000278e-02,2.058187141057392644e-01,1.941812858942607578e-01,1.941812858942607578e-01,0.000000000000000000e+00
3.800000000000000266e+00,9.478711549834534233e-01,5.147458507073392475e-01,2.535851047826561677e-01,2.898713192863937582e-01,3.337588695852580084e-02,-1.980092195444941791e-02,5.000000000000000278e-02,2.035851047826561788e-01,1.964148952173438434e-01,1.964148952173438434e-01,0.000000000000000000e+00
3.900000000000000355e+00,9.798867147322634086e-01,5.178102025369470951e-01,2.517333006998724310e-01,3.267313848309025826e-01,2.291715798860193692e-02,-2.562720895506557378e-02,5.000000000000000278e-02,2.017333006998724421e-01,1.982666993001275801e-01,1.982666993001275801e-01,0.000000000000000000e+00
4.000000000000000000e+00,7.254529052353897445e-02,5.185259306724948614e-01,1.984061861971475604e-01,1.476905059343694093e+00,-8.222473455890959293e-02,-1.271043413284224544e+00,5.000000000000000278e-02,1.484061861971475715e-01,2.515938138028524507e-01,1.484061861971475715e-01,0.000000000000000000e+00
4.100000000000000533e+00,1.509569674862130673e-01,5.168526985079534564e-01,1.337420424887711956e-01,5.931188859451002049e-01,4.067630550825502428e-02,-3.534534776756874108e-01,5.000000000000000278e-02,8.374204248877119283e-02,3.162579575112288155e-01,8.374204248877119283e-02,0.000000000000000000e+00
4.200000000000000178e+00,1.985654283134038467e-01,5.189754943046970270e-01,1.187255136780287906e-01,4.083787483017832787e-01,-1.389813511516646907e-03,-6.500784349862398503e-06,5.000000000000000278e-02,6.872551367802878786e-02,3.312744863219712066e-01,6.872551367802878786e-02,0.000000000000000000e+00
4.299999999999999822e+00,2.371046770498296818e-01,5.191220854017336572e-01,1.178799952986591265e-01,3.411788039093548441e-01,8.580291341785169917e-04,1.613283428178773071e-02,5.000000000000000278e-02,6.787999529865912374e-02,3.321200047013408985e-01,6.787999529865912374e-02,0.000000000000000000e+00
4.400000000000000355e+00,2.723096557786200966e-01,5.176940602391530977e-01,1.170484788711889934e-01,3.776194085490653385e-01,-2.007022448270440879e-02,-7.611752503118174133e-03,5.000000000000000278e-02,6.704847887118899064e-02,3.329515211288110454e-01,6.704847887118899064e-02,0.000000000000000000e+00
4.500000000000000000e+00,3.059453140635522428e-01,5.164099244690818491e-01,1.187140053009041601e-01,3.177173964528935413e-01,-2.642914955949050154e-02,5.644410046977042794e-02,5.000000000000000278e-02,6.871400530090415737e-02,3.312859946990958648e-01,6.871400530090415737e-02,0.000000000000000000e+00
4.600000000000000533e+00,3.392410767161756491e-01,5.151670658820608484e-01,1.243245400707962411e-01,3.507120656956212446e-01,-2.462735898713098916e-03,5.758827531303527952e-02,5.000000000000000278e-02,7.432454007079623837e-02,3.256754599292037700e-01,7.432454007079623837e-02,0.000000000000000000e+00
4.700000000000000178e+00,3.743249687476674636e-01,5.157359666219281102e-01,1.286120406939100236e-01,3.575037980733558607e-01,8.828777410106370196e-03,4.117002901586973990e-02,5.000000000000000278e-02,7.861204069391002081e-02,3.213879593060899875e-01,7.861204069391002081e-02,0.000000000000000000e+00
4.800000000000000711e+00,4.063654368307940690e-01,5.170483677428459046e-01,1.332556645068525003e-01,3.048848051095330858e-01,1.188420076054649312e-02,4.241261346809804128e-02,5.000000000000000278e-02,8.325566450685249753e-02,3.167443354931475108e-01,8.325566450685249753e-02,0.000000000000000000e+00
4.900000000000000355e+00,4.365656190635929801e-01,5.184265537560176496e-01,1.389766696142093472e-01,3.094187648392486834e-01,-2.214948022964829261e-03,5.506019009268159348e-02,5.000000000000000278e-02,8.897666961420934439e-02,3.110233303857906639e-01,8.897666961420934439e-02,0.000000000000000000e+00
5.000000000000000000e+00,4.683045093529363267e-01,5.191217201681480597e-01,1.445319713679500406e-01,3.154722142858751854e-01,1.927065021066725128e-02,5.500102901997099697e-02,5.000000000000000278e-02,9.453197136795003785e-02,3.054680286320499705e-01,9.453197136795003785e-02,1.000000000000000000e+00
5.100000000000000533e+00,4.992401786610823899e-01,5.208576836819828193e-01,1.493992761753339948e-01,2.985759678063937272e-01,1.225465183781597814e-02,4.072728517457758352e-02,5.000000000000000278e-02,9.939927617533399207e-02,3.006007238246660163e-01,9.939927617533399207e-02,1.000000000000000000e+00
5.200000000000000178e+00,5.291343750678438873e-01,5.220484291959639478e-01,1.540908779571463216e-01,3.070834037430879571e-01,1.679336795436128793e-02,5.138765462248156418e-02,5.000000000000000278e-02,1.040908779571463189e-01,2.959091220428536895e-01,1.040908779571463189e-01,1.000000000000000000e+00
5.300000000000000711e+00,5.602971236415565937e-01,5.239462028230231772e-01,1.587604384253131218e-01,2.831228661272182090e-01,2.108295030529854300e-03,4.338791998463932542e-02,5.000000000000000278e-02,1.087604384253131190e-01,2.912395615746868893e-01,1.087604384253131190e-01,1.000000000000000000e+00
5.400000000000000355e+00,5.888595998936146936e-01,5.248891139424637364e-01,1.632808684941737531e-01,2.714664387127255218e-01,1.606952428598925828e-02,3.580338545967393787e-02,5.000000000000000278e-02,1.132808684941737504e-01,2.867191315058262302e-01,1.132808684941737504e-01,1.000000000000000000e+00
5.500000000000000000e+00,6.164660079332729969e-01,5.261872746451266014e-01,1.663254793362895778e-01,2.482660145970360388e-01,1.748535544266468763e-03,4.150299901423267282e-03,5.000000000000000278e-02,1.163254793362895750e-01,2.836745206637104055e-01,1.163254793362895750e-01,1.000000000000000000e+00
5.600000000000000533e+00,6.416466515989805997e-01,5.259835556472011175e-01,1.670388908018685115e-01,2.378323610777355324e-01,-1.284497315740832681e-03,3.704108723170562723e-02,5.000000000000000278e-02,1.170388908018685087e-01,2.829611091981314996e-01,1.170388908018685087e-01,1.000000000000000000e+00
5.700000000000000178e+00,6.675415230913149811e-01,5.258393041200155604e-01,1.709680686578470832e-01,2.367745104639017439e-01,9.817626012010343545e-03,4.115600581902447569e-02,5.000000000000000278e-02,1.209680686578470804e-01,2.790319313421529279e-01,1.209680686578470804e-01,1.000000000000000000e+00
5.800000000000000711e+00,6.922798497282317554e-01,5.267223354569896543e-01,1.750770191647972318e-01,2.279743667694012210e-01,-9.727590793067206892e-03,3.890482400114104317e-02,5.000000000000000278e-02,1.250770191647972429e-01,2.749229808352027793e-01,1.250770191647972429e-01,1.000000000000000000e+00
5.900000000000000355e+00,7.158851559818502075e-01,5.254009013617264578e-01,1.787983561116709974e-01,2.458943413908844799e-01,-1.417902437726053025e-02,3.827170627077604997e-02,5.000000000000000278e-02,1.287983561116710085e-01,2.712016438883290137e-01,1.287983561116710085e-01,1.000000000000000000e+00
6.000000000000000000e+00,7.431113031909211131e-01,5.237890999255984115e-01,1.824362940804129807e-01,2.716080516473061701e-01,-1.435263963489682298e-02,3.214120561394499809e-02,5.000000000000000278e-02,1.324362940804129640e-01,2.675637059195870582e-01,1.324362940804129640e-01,1.000000000000000000e+00
6.100000000000000533e+00,7.688747658075203439e-01,5.227378472540977761e-01,1.860005293059275588e-01,2.562392482673895855e-01,-1.072192877587242396e-02,3.454962289973660672e-02,5.000000000000000278e-02,1.360005293059275422e-01,2.639994706940724245e-01,1.360005293059275422e-01,1.000000000000000000e+00
6.200000000000000178e+00,7.970309644048763076e-01,5.227904612290256159e-01,1.903207187589089633e-01,2.937296756638265727e-01,-2.782296462888111162e-03,5.437481737588188008e-02,5.000000000000000278e-02,1.403207187589089466e-01,2.596792812410910201e-01,1.403207187589089466e-01,1.000000000000000000e+00
6.300000000000000711e+00,8.281854774971513233e-01,5.230976875421365913e-01,1.962605470464301449e-01,3.090676254627859332e-01,-5.929618817332381027e-04,6.585702405439079754e-02,5.000000000000000278e-02,1.462605470464301560e-01,2.537394529535698662e-01,1.462605470464301560e-01,1.000000000000000000e+00
6.400000000000000355e+00,8.588999796793193031e-01,5.219896266157322273e-01,2.023119142848758822e-01,3.125249412264267668e-01,-1.361452492460167064e-02,4.635793599479828137e-02,5.000000000000000278e-02,1.523119142848758933e-01,2.476880857151241289e-01,1.523119142848758933e-01,1.000000000000000000e+00
6.500000000000000000e+00,8.899460060014237062e-01,5.197812174897747939e-01,2.061701415765118672e-01,3.305185790047415195e-01,-2.554182377157461145e-02,4.259660268876283573e-02,5.000000000000000278e-02,1.561701415765118783e-01,2.438298584234881439e-01,1.561701415765118783e-01,1.000000000000000000e+00
6.600000000000000533e+00,9.237823065646895149e-01,5.182236326078867306e-01,2.098521678450090966e-01,3.637343917879458099e-01,-1.289843368350872092e-02,3.425916462661252743e-02,5.000000000000000278e-02,1.598521678450091077e-01,2.401478321549909145e-01,1.598521678450091077e-01,1.000000000000000000e+00
6.700000000000000178e+00,9.586324835853505810e-01,5.177546697565865719e-01,2.115053153920002649e-01,3.825102039013079103e-01,-5.826079929958026017e-03,8.186087408010581795e-03,5.000000000000000278e-02,1.615053153920002482e-01,2.384946846079997740e-01,1.615053153920002482e-01,1.000000000000000000e+00
6.800000000000000711e+00,9.971886904519859929e-01,5.187103284330090158e-01,2.127148588210063251e-01,3.753293450002514464e-01,-3.089938746747297044e-02,2.068155404790701993e-02,5.000000000000000278e-02,1.627148588210063362e-01,2.372851411789936860e-01,1.627148588210063362e-01,1.000000000000000000e+00
6.900000000000000355e+00,1.316259242524919215e-01,4.625880398922723180e-01,1.437439692465761198e-01,1.053040013972903477e+00,-5.167185682324032525e-01,-3.516424164669890717e-01,5.000000000000000278e-02,9.374396924657611707e-02,3.062560307534238913e-01,9.374396924657611707e-02,1.000000000000000000e+00
7.000000000000000000e+00,2.146549092772484513e-01,4.291642556511723328e-01,1.205160439702769731e-01,6.768638941455330515e-01,-2.383653447506516865e-01,-1.652572314149753918e-01,5.000000000000000278e-02,7.051604397027697035e-02,3.294839560297230241e-01,7.051604397027697035e-02,1.000000000000000000e+00
7.100000000000000533e+00,2.704666101349494367e-01,4.125423914702483486e-01,1.101423757569448270e-01,4.931964927751466554e-01,-1.340459232331665529e-01,-7.288318833225025661e-02,5.000000000000000278e-02,6.014237575694482418e-02,3.398576242430551564e-01,6.014237575694482418e-02,1.000000000000000000e+00
7.200000000000000178e+00,3.117747590451944717e-01,4.029585294631590764e-01,1.071298476472186956e-01,4.060728004025492832e-01,-7.016684920473641174e-02,-1.757684016393955620e-02,5.000000000000000278e-02,5.712984764721869280e-02,3.428701523527813433e-01,5.712984764721869280e-02,1.000000000000000000e+00
7.300000000000000711e+00,3.481631383794663859e-01,3.975722618245051132e-01,1.082979305766609279e-01,3.714610071813617687e-01,-4.056992202351635685e-02,2.538633309388910186e-02,5.000000000000000278e-02,5.829793057666092515e-02,3.417020694233390832e-01,5.829793057666092515e-02,1.000000000000000000e+00
7.400000000000000355e+00,3.831287000675555054e-01,3.945127400344394242e-01,1.119872567134525543e-01,3.130693300419600256e-01,-3.128289009582267688e-02,6.215585205768257154e-02,5.000000000000000278e-02,6.198725671345255150e-02,3.380127432865474568e-01,6.198725671345255150e-02,1.000000000000000000e+00
7.500000000000000000e+00,4.160121412721650702e-01,3.919742051963558960e-01,1.178473925699563551e-01,3.137523479421763795e-01,-3.352469824616047256e-02,5.654525668607850164e-02,5.000000000000000278e-02,6.784739256995635237e-02,3.321526074300436560e-01,6.784739256995635237e-02,1.000000000000000000e+00
7.600000000000000533e+00,4.449606138325694626e-01,3.892027890248402899e-01,1.236362388593819223e-01,2.904176569480222958e-01,-3.366631542313301695e-02,7.262675648547631257e-02,5.000000000000000278e-02,7.363623885938191949e-02,3.263637611406181027e-01,7.363623885938191949e-02,1.000000000000000000e+00
7.700000000000000178e+00,4.767960604033208982e-01,3.852801052377087254e-01,1.302651172228450061e-01,3.151544643615164509e-01,-3.214568959661415204e-02,7.528692317781880694e-02,5.000000000000000278e-02,8.026511722284500328e-02,3.197348827771550051e-01,8.026511722284500328e-02,1.000000000000000000e+00
7.800000000000000711e+00,5.074945475473783274e-01,3.821553970165870173e-01,1.365877163652063908e-01,2.870172892167283663e-01,-3.213001625959192170e-02,3.932074775785968784e-02,5.000000000000000278e-02,8.658771636520638804e-02,3.134122836347936203e-01,8.658771636520638804e-02,1.000000000000000000e+00
7.900000000000000355e+00,5.356209709857916446e-01,3.794566910784156200e-01,1.399482154400014944e-01,2.658564017692713333e-01,-2.899449095932684142e-02,3.215850568063233217e-02,5.000000000000000278e-02,8.994821544000149161e-02,3.100517845599985445e-01,8.994821544000149161e-02,1.000000000000000000e+00
8.000000000000000000e+00,5.609565934846518775e-01,3.780266713515185173e-01,1.435504168137588521e-01,2.639289969719469942e-01,-1.187521072975838976e-02,3.896896219492616137e-02,5.000000000000000278e-02,9.355041681375884932e-02,3.064495831862411590e-01,9.355041681375884932e-02,1.000000000000000000e+00
8.099999999999999645e+00,5.880096285279227120e-01,3.785162963243215994e-01,1.484994132782794241e-01,2.721616931783849558e-01,1.357313884706869795e-03,5.547135300931899105e-02,5.000000000000000278e-02,9.849941327827942128e-02,3.015005867217205870e-01,9.849941327827942128e-02,1.000000000000000000e+00
8.200000000000001066e+00,6.142572484049581005e-01,3.779603745336248544e-01,1.521776185761587186e-01,2.892693377938554966e-01,-9.194650229608553049e-03,3.792854742831174020e-02,5.000000000000000278e-02,1.021776185761587158e-01,2.978223814238412648e-01,1.021776185761587158e-01,1.000000000000000000e+00
8.300000000000000711e+00,6.410852958317067030e-01,3.776203305067835636e-01,1.547470923369570206e-01,2.427681888862523452e-01,-2.719540138231881562e-03,2.271411607172033401e-02,5.000000000000000278e-02,1.047470923369570178e-01,2.952529076630429627e-01,1.047470923369570178e-01,1.000000000000000000e+00
8.400000000000000355e+00,6.653609591905388365e-01,3.770006890838346614e-01,1.560876619697629253e-01,2.648731775814142098e-01,-6.133444757393840402e-03,6.060809649162679676e-03,5.000000000000000278e-02,1.060876619697629225e-01,2.939123380302370858e-01,1.060876619697629225e-01,1.000000000000000000e+00
8.500000000000000000e+00,6.880562282163302790e-01,3.776990123441079650e-01,1.570858843776432590e-01,2.316227376724523945e-01,1.352749410001999331e-02,9.153337202456233307e-03,5.000000000000000278e-02,1.070858843776432562e-01,2.929141156223567521e-01,1.070858843776432562e-01,1.000000000000000000e+00
8.599999999999999645e+00,7.103180597086340420e-01,3.794419607836100883e-01,1.594436133676068457e-01,2.359813818115766015e-01,2.002796442615272302e-02,2.401191666286304691e-02,5.000000000000000278e-02,1.094436133676068429e-01,2.905563866323931932e-01,1.094436133676068429e-01,1.000000000000000000e+00
8.700000000000001066e+00,7.362723429247480800e-01,3.808757496779799356e-01,1.627160942579911340e-01,2.653221599011279519e-01,7.209105134522867178e-03,4.163446187369276158e-02,5.000000000000000278e-02,1.127160942579911312e-01,2.872839057420088493e-01,1.127160942579911312e-01,1.000000000000000000e+00
8.800000000000000711e+00,7.613304132840774674e-01,3.824797881421428403e-01,1.670012403616250030e-01,2.578991627578466894e-01,8.956594009131766537e-03,5.624931452915381963e-02,5.000000000000000278e-02,1.170012403616250002e-01,2.829987596383750081e-01,1.170012403616250002e-01,1.000000000000000000e+00
8.900000000000000355e+00,7.881271753476064568e-01,3.842385228342204417e-01,1.730734853553880792e-01,2.626656814122115824e-01,2.919959486705575938e-02,6.288788391351746165e-02,5.000000000000000278e-02,1.230734853553880764e-01,2.769265146446119319e-01,1.230734853553880764e-01,1.000000000000000000e+00
9.000000000000000000e+00,8.152225205441547828e-01,3.859646814939072801e-01,1.789232438497634359e-01,2.743753780818735111e-01,1.977562208823211310e-03,4.665062265654841556e-02,5.000000000000000278e-02,1.289232438497634470e-01,2.710767561502365752e-01,1.289232438497634470e-01,1.000000000000000000e+00
9.099999999999999645e+00,8.392621516352738453e-01,3.870043866665124344e-01,1.838280065731200952e-01,2.552591525944296613e-01,6.145487189551044824e-03,5.217421700202889978e-02,5.000000000000000278e-02,1.338280065731201063e-01,2.661719934268799159e-01,1.338280065731201063e-01,1.000000000000000000e+00
9.200000000000001066e+00,8.666527042567500061e-01,3.876154460989753581e-01,1.878243487563626413e-01,2.780299259783936550e-01,2.433847049148457273e-03,3.755264889864484007e-02,5.000000000000000278e-02,1.378243487563626246e-01,2.621756512436373421e-01,1.378243487563626246e-01,1.000000000000000000e+00
9.300000000000000711e+00,8.983121558516288241e-01,3.868964730589841694e-01,1.914339266371306025e-01,3.358871507468546569e-01,-1.981190993042187404e-02,4.051398884550223845e-02,5.000000000000000278e-02,1.414339266371306136e-01,2.585660733628694086e-01,1.414339266371306136e-01,1.000000000000000000e+00
9.400000000000000355e+00,9.300032259115689204e-01,3.864392414520854135e-01,1.949999375281332992e-01,3.019531559641521756e-01,-3.155830092490129885e-02,3.418967842576425137e-02,5.000000000000000278e-02,1.449999375281332825e-01,2.550000624718667397e-01,1.449999375281332825e-01,1.000000000000000000e+00
9.500000000000000000e+00,9.604517372881231640e-01,3.807167757076593828e-01,1.976496505285941785e-01,3.205969968792095059e-01,-6.309237595833135093e-02,2.371387899289032278e-02,5.000000000000000278e-02,1.476496505285941896e-01,2.523503494714058326e-01,1.476496505285941896e-01,1.000000000000000000e+00
9.600000000000001421e+00,9.972812442789025233e-01,3.730317030666827072e-01,1.974683187317912980e-01,4.181970609550800244e-01,-7.704558719428458713e-02,-2.193825053807418966e-03,5.000000000000000278e-02,1.474683187317912814e-01,2.525316812682087408e-01,1.474683187317912814e-01,1.000000000000000000e+00
9.700000000000001066e+00,1.094550647692820733e-01,3.247114330786874392e-01,1.357122425410474675e-01,8.592824001544259183e-01,-3.393322605398912395e-01,-4.267976378780706237e-01,5.000000000000000278e-02,8.571224254104746476e-02,3.142877574589525436e-01,8.571224254104746476e-02,1.000000000000000000e+00
9.800000000000000711e+00,1.767105230280504036e-01,3.016927703918179104e-01,1.084293173598757376e-01,5.752926486867304678e-01,-1.717346755558333826e-01,-1.250867796772013041e-01,5.000000000000000278e-02,5.842931735987573483e-02,3.415706826401243013e-01,5.842931735987573483e-02,1.000000000000000000e+00
9.900000000000000355e+00,2.209731575189586572e-01,2.921744831409885945e-01,1.027946820666683636e-01,4.086409537004354608e-01,-6.422695671643527393e-02,-8.255738818380632671e-03,5.000000000000000278e-02,5.279468206666836083e-02,3.472053179333316475e-01,5.279468206666836083e-02,1.000000000000000000e+00
1.000000000000000000e+01,2.604841831605926306e-01,2.848094220225270146e-01,1.039747838745625763e-01,3.187188752051046681e-01,-7.030858051588520508e-02,8.338095815472913730e-02,5.000000000000000278e-02,5.397478387456257354e-02,3.460252161254374070e-01,5.397478387456257354e-02,1.000000000000000000e+00
1.010000000000000142e+01,2.917261687011387106e-01,2.780229349040312936e-01,1.127974677326427227e-01,3.195123564983866626e-01,-6.205104447201605783e-02,7.958017399818051452e-02,5.000000000000000278e-02,6.279746773264271997e-02,3.372025322673573022e-01,6.279746773264271997e-02,1.000000000000000000e+00
1.020000000000000107e+01,3.219566044999941923e-01,2.724924123824276623e-01,1.216732347329946146e-01,2.890836922667830433e-01,-6.016339358234961548e-02,1.028174086622002520e-01,5.000000000000000278e-02,7.167323473299461178e-02,3.283267652670053827e-01,7.167323473299461178e-02,1.000000000000000000e+00
1.030000000000000071e+01,3.530957608113814428e-01,2.664426151194669856e-01,1.306215972483402432e-01,2.977722363894736990e-01,-5.103160376153653005e-02,9.305050639963034775e-02,5.000000000000000278e-02,8.062159724834024044e-02,3.193784027516597956e-01,8.062159724834024044e-02,1.000000000000000000e+00
1.040000000000000036e+01,3.840980055532666748e-01,2.616145930328696023e-01,1.401521705811325513e-01,3.159893248546875588e-01,-3.462126538024754008e-02,9.822551312322413963e-02,5.000000000000000278e-02,9.015217058113254855e-02,3.098478294188674598e-01,9.015217058113254855e-02,1.000000000000000000e+00
1.050000000000000000e+01,4.182030264051694313e-01,2.596669972479235255e-01,1.486308269264297877e-01,3.405152279483862898e-01,-2.337441097257500836e-02,8.612482947591273974e-02,5.000000000000000278e-02,9.863082692642978488e-02,3.013691730735701957e-01,9.863082692642978488e-02,1.000000000000000000e+00
1.060000000000000142e+01,4.505021249248616910e-01,2.573110555989231996e-01,1.568321076925980329e-01,3.066283585454994687e-01,-2.005403402956652120e-02,6.844673285725549894e-02,5.000000000000000278e-02,1.068321076925980301e-01,2.931678923074019782e-01,1.068321076925980301e-01,1.000000000000000000e+00
1.070000000000000107e+01,4.817040494908779724e-01,2.555600497423855533e-01,1.645647512752692609e-01,2.999474255655401600e-01,-3.545090553379710158e-02,7.787603398868918336e-02,5.000000000000000278e-02,1.145647512752692582e-01,2.854352487247307502e-01,1.145647512752692582e-01,1.000000000000000000e+00
1.080000000000000071e+01,5.104802334224221028e-01,2.538526322479128794e-01,1.700602685414940862e-01,2.669400336266293805e-01,2.670775771172865815e-03,3.279037589412650555e-02,5.000000000000000278e-02,1.200602685414940834e-01,2.799397314585059249e-01,1.200602685414940834e-01,1.000000000000000000e+00
1.090000000000000036e+01,5.407362876095751503e-01,2.534040235168281696e-01,1.734225557345459023e-01,3.192954568260724102e-01,-1.272055896620459189e-02,2.830721278571395397e-02,5.000000000000000278e-02,1.234225557345458996e-01,2.765774442654541088e-01,1.234225557345458996e-01,1.000000000000000000e+00
