step,time,dt,P_dem_x,P_dem_y,P_dem_z,P_dpd_x,P_dpd_y,P_dpd_z,P_total_x,P_total_y,P_total_z,F_external_x,F_external_y,F_external_z,F_wall_x,F_wall_y,F_wall_z,F_dpd_to_dem_x,F_dpd_to_dem_y,F_dpd_to_dem_z,F_dem_to_dpd_x,F_dem_to_dpd_y,F_dem_to_dpd_z,F_coupling_residual_x,F_coupling_residual_y,F_coupling_residual_z,F_coupling_residual_norm,dP_total_dt_x,dP_total_dt_y,dP_total_dt_z,F_expected_x,F_expected_y,F_expected_z,momentum_balance_error_x,momentum_balance_error_y,momentum_balance_error_z,momentum_balance_error_norm
-1,0.09000000000000155,0.010000000000000286,0.0,0.0,0.0,0.01699475427277659,0.018467572719635672,0.004896174697505829,0.01699475427277659,0.018467572719635672,0.004896174697505829,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000719856080644267,0.005384242400392604,0.0076355549259861264,nan,nan,nan,nan,nan,nan,nan
-1,0.10000000000000184,0.010000000000000286,0.0,0.0,0.0,0.016981883278748573,0.01847459630581149,0.0049601860627559325,0.016981883278748573,0.01847459630581149,0.0049601860627559325,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001287099402801741,0.0007023586175817851,0.006401136525010186,nan,nan,nan,nan,nan,nan,nan
-1,0.11000000000000212,0.010000000000000286,0.0,0.0,0.0,0.016967046731082607,0.018453371332355084,0.005013179811644234,0.016967046731082607,0.018453371332355084,0.005013179811644234,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0014836547665964947,-0.0021224973456405397,0.005299374888829999,nan,nan,nan,nan,nan,nan,nan
-1,0.12000000000000241,0.010000000000000286,0.0,0.0,0.0,0.016953957480535468,0.01842295682982089,0.005053531814142989,0.016953957480535468,0.01842295682982089,0.005053531814142989,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0013089250547139066,-0.0030414502534193383,0.004035200249875396,nan,nan,nan,nan,nan,nan,nan
-1,0.130000000000002,0.009999999999999593,0.0,0.0,0.0,0.01694395494558264,0.01839578308405023,0.005080966399604436,0.01694395494558264,0.01839578308405023,0.005080966399604436,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001000253495282751,-0.0027173745770660007,0.0027434585461447595,nan,nan,nan,nan,nan,nan,nan
-1,0.1400000000000009,0.009999999999998899,0.0,0.0,0.0,0.01693605033405202,0.018377550198698148,0.005095906474554043,0.01693605033405202,0.018377550198698148,0.005095906474554043,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0007904611530621701,-0.0018232885352085291,0.0014940074949608675,nan,nan,nan,nan,nan,nan,nan
-1,0.1499999999999998,0.009999999999998899,0.0,0.0,0.0,0.016927689150466663,0.018369857559592338,0.00509870456847171,0.016927689150466663,0.018369857559592338,0.00509870456847171,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0008361183585358039,-0.0007692639105810903,0.00027980939176673906,nan,nan,nan,nan,nan,nan,nan
-1,0.1600999999999987,0.010099999999998888,0.0,0.0,0.0,0.016915480125254012,0.01837385437332103,0.005089573910594827,0.016915480125254012,0.01837385437332103,0.005089573910594827,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0012088143774902863,0.00039572413155363113,-0.0009040255323647267,nan,nan,nan,nan,nan,nan,nan
-1,0.1700999999999976,0.009999999999998899,0.0,0.0,0.0,0.016896126118150376,0.018391026602853428,0.005069039909291756,0.016896126118150376,0.018391026602853428,0.005069039909291756,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001935400710363846,0.0017172229532401249,-0.002053400130307363,nan,nan,nan,nan,nan,nan,nan
-1,0.18009999999999649,0.009999999999998899,0.0,0.0,0.0,0.0168656976573461,0.018422909649110468,0.005037601685291706,0.0168656976573461,0.018422909649110468,0.005037601685291706,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0030428460804279044,0.003188304625704329,-0.0031438224000052825,nan,nan,nan,nan,nan,nan,nan
-1,0.19009999999999538,0.009999999999998899,0.0,0.0,0.0,0.016821202647194805,0.01847148231691034,0.00499641050497612,0.016821202647194805,0.01847148231691034,0.00499641050497612,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.004449501015129993,0.004857266779987651,-0.00411911803155911,nan,nan,nan,nan,nan,nan,nan
-1,0.20009999999999428,0.009999999999998899,0.0,0.0,0.0,0.016758771894225807,0.018534427219137416,0.004949767162566881,0.016758771894225807,0.018534427219137416,0.004949767162566881,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.006243075296900527,0.006294490222708351,-0.004664334240924398,nan,nan,nan,nan,nan,nan,nan
-1,0.21009999999999318,0.009999999999998899,0.0,0.0,0.0,0.01666633982828532,0.018594424045979593,0.00490796545541404,0.01666633982828532,0.018594424045979593,0.00490796545541404,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.009243206594049582,0.005999682684218433,-0.0041801707152845395,nan,nan,nan,nan,nan,nan,nan
-1,0.22009999999999208,0.009999999999998899,0.0,0.0,0.0,0.016527419978789436,0.01862053639769196,0.00488753753185036,0.016527419978789436,0.01862053639769196,0.00488753753185036,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.01389198494958999,0.0026112351712368714,-0.002042792356368259,nan,nan,nan,nan,nan,nan,nan
-1,0.23009999999999098,0.009999999999998899,0.0,0.0,0.0,0.016324638336112012,0.01857072687046566,0.0049094635199697905,0.016324638336112012,0.01857072687046566,0.0049094635199697905,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.02027816426774466,-0.004980952722630418,0.0021925988119433208,nan,nan,nan,nan,nan,nan,nan
-1,0.24009999999998988,0.009999999999998899,0.0,0.0,0.0,0.016047800531195658,0.01839720920188939,0.004993830830326352,0.016047800531195658,0.01839720920188939,0.004993830830326352,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.02768378049163848,-0.017351766857629135,0.008436731035657105,nan,nan,nan,nan,nan,nan,nan
-1,0.2500999999999888,0.009999999999998899,0.0,0.0,0.0,0.01570954604501667,0.018061060346788237,0.0051575774342308145,0.01570954604501667,0.018061060346788237,0.0051575774342308145,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.03382544861790263,-0.033614885510118805,0.016374660390448027,nan,nan,nan,nan,nan,nan,nan
-1,0.2600999999999877,0.009999999999998899,0.0,0.0,0.0,0.015372275774683891,0.017637026997573066,0.005354932719775766,0.015372275774683891,0.017637026997573066,0.005354932719775766,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.033727027033281474,-0.04240333492152181,0.019735528554497287,nan,nan,nan,nan,nan,nan,nan
-1,0.2700999999999866,0.009999999999998899,0.0,0.0,0.0,0.015098291326269608,0.017181806405496155,0.00554879133713888,0.015098291326269608,0.017181806405496155,0.00554879133713888,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0273984448414313,-0.04552205920769612,0.019385861736313584,nan,nan,nan,nan,nan,nan,nan
-1,0.28009999999998547,0.009999999999998899,0.0,0.0,0.0,0.014947726703227096,0.016721027957535203,0.005759666141063486,0.014947726703227096,0.016721027957535203,0.005759666141063486,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.015056462304252886,-0.04607784479610023,0.02108748039246287,nan,nan,nan,nan,nan,nan,nan
-1,0.29009999999998437,0.009999999999998899,0.0,0.0,0.0,0.014951510308261789,0.016291428784083146,0.006016192664135158,0.014951510308261789,0.016291428784083146,0.006016192664135158,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0003783605034693161,-0.042959917345210485,0.0256526523071701,nan,nan,nan,nan,nan,nan,nan
-1,0.30009999999998327,0.009999999999998899,0.0,0.0,0.0,0.015116921866461921,0.015904584326012647,0.0063284799854127155,0.015116921866461921,0.015904584326012647,0.0063284799854127155,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01654115582001509,-0.03868444580705416,0.031228732127759153,nan,nan,nan,nan,nan,nan,nan
-1,0.31009999999998217,0.009999999999998899,0.0,0.0,0.0,0.015416905385841648,0.015568582186502488,0.0066909685295518445,0.015416905385841648,0.015568582186502488,0.0066909685295518445,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.029998351937975995,-0.03360021395101958,0.036248854413916884,nan,nan,nan,nan,nan,nan,nan
-1,0.32009999999998107,0.009999999999998899,0.0,0.0,0.0,0.015792531933166255,0.015294416998369514,0.007078856870686491,0.015792531933166255,0.015294416998369514,0.007078856870686491,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.037562654732464756,-0.02741651881330045,0.03878883411346896,nan,nan,nan,nan,nan,nan,nan
-1,0.33009999999997997,0.009999999999998899,0.0,0.0,0.0,0.016167755049305812,0.015096879768962191,0.007454286608118252,0.016167755049305812,0.015096879768962191,0.007454286608118252,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03752231161395986,-0.019753722940734412,0.0375429737431802,nan,nan,nan,nan,nan,nan,nan
-1,0.34009999999997886,0.009999999999998899,0.0,0.0,0.0,0.016458701758983032,0.01499452336861283,0.007758235391190406,0.016458701758983032,0.01499452336861283,0.007758235391190406,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02909467096772521,-0.01023564003493722,0.030394878307218754,nan,nan,nan,nan,nan,nan,nan
-1,0.35009999999997776,0.009999999999998899,0.0,0.0,0.0,0.01661567440651134,0.01499871389560677,0.007954693229058915,0.01661567440651134,0.01499871389560677,0.007954693229058915,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01569726475283243,0.000419052699393967,0.01964578378685303,nan,nan,nan,nan,nan,nan,nan
-1,0.36009999999997666,0.009999999999998899,0.0,0.0,0.0,0.016637394916730424,0.015099434265196134,0.008053210631284714,0.016637394916730424,0.015099434265196134,0.008053210631284714,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0021720510219087504,0.010072036958937573,0.009851740222580974,nan,nan,nan,nan,nan,nan,nan
-1,0.37009999999997556,0.009999999999998899,0.0,0.0,0.0,0.01655386894916101,0.015275086616214455,0.00807490634118592,0.01655386894916101,0.015275086616214455,0.00807490634118592,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.008352596756942363,0.017565235101833977,0.0021695709901208312,nan,nan,nan,nan,nan,nan,nan
-1,0.38009999999997446,0.009999999999998899,0.0,0.0,0.0,0.016414988999446132,0.015490258588738853,0.008042881260171057,0.016414988999446132,0.015490258588738853,0.008042881260171057,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.013887994971489296,0.021517197252442163,-0.003202508101486651,nan,nan,nan,nan,nan,nan,nan
-1,0.39009999999997336,0.009999999999998899,0.0,0.0,0.0,0.016278026483004554,0.01569900860408461,0.007975849511540137,0.016278026483004554,0.01569900860408461,0.007975849511540137,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.013696251644159298,0.020875001534577952,-0.006703174863092717,nan,nan,nan,nan,nan,nan,nan
-1,0.40009999999997226,0.009999999999998899,0.0,0.0,0.0,0.016194329328089077,0.01585529884900789,0.007885727738249436,0.016194329328089077,0.01585529884900789,0.007885727738249436,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.008369715491548612,0.01562902449232967,-0.009012177329071079,nan,nan,nan,nan,nan,nan,nan
-1,0.41009999999997115,0.009999999999998899,0.0,0.0,0.0,0.016195802308914202,0.01592579048789986,0.007778166006873018,0.016195802308914202,0.01592579048789986,0.007778166006873018,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00014729808251250323,0.007049163889198073,-0.010756173137642955,nan,nan,nan,nan,nan,nan,nan
-1,0.42009999999997005,0.009999999999998899,0.0,0.0,0.0,0.01630167824614969,0.01589718501985408,0.007657975108736708,0.01630167824614969,0.01589718501985408,0.007657975108736708,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01058759372355006,-0.0028605468045783356,-0.01201908981363234,nan,nan,nan,nan,nan,nan,nan
-1,0.43009999999996895,0.009999999999998899,0.0,0.0,0.0,0.016463167415249107,0.01581716599496508,0.007533641950920299,0.016463167415249107,0.01581716599496508,0.007533641950920299,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01614891690994336,-0.008001902488901001,-0.012433315781642284,nan,nan,nan,nan,nan,nan,nan
-1,0.44009999999996785,0.009999999999998899,0.0,0.0,0.0,0.016495756635086026,0.015838329884760163,0.00741391493946057,0.016495756635086026,0.015838329884760163,0.00741391493946057,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0032589219836922628,0.002116388979508482,-0.011972701145974221,nan,nan,nan,nan,nan,nan,nan
-1,0.45009999999996675,0.009999999999998899,0.0,0.0,0.0,0.016338133493672878,0.016017630076915024,0.007305098728917954,0.016338133493672878,0.016017630076915024,0.007305098728917954,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0157623141413165,0.01793001921548815,-0.010881621054262774,nan,nan,nan,nan,nan,nan,nan
-1,0.46009999999996565,0.009999999999998899,0.0,0.0,0.0,0.016003363635009406,0.016344225344258726,0.007212640303796669,0.016003363635009406,0.016344225344258726,0.007212640303796669,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.033476985866350915,0.032659526734373764,-0.00924584251212957,nan,nan,nan,nan,nan,nan,nan
-1,0.47009999999996455,0.009999999999998899,0.0,0.0,0.0,0.015551816969798155,0.0167656609626618,0.00713924257846385,0.015551816969798155,0.0167656609626618,0.00713924257846385,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0451546665211301,0.04214356184031195,-0.007339772533282642,nan,nan,nan,nan,nan,nan,nan
-1,0.48009999999996344,0.009999999999998899,0.0,0.0,0.0,0.01506635721779473,0.01721077287027834,0.007083889265608019,0.01506635721779473,0.01721077287027834,0.007083889265608019,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.04854597520034789,0.044511190761659145,-0.005535331285583692,nan,nan,nan,nan,nan,nan,nan
-1,0.49009999999996234,0.009999999999998899,0.0,0.0,0.0,0.014619249812734707,0.017617425853058855,0.007043843119064926,0.014619249812734707,0.017617425853058855,0.007043843119064926,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.044710740506007166,0.04066529827805584,-0.004004614654309822,nan,nan,nan,nan,nan,nan,nan
-1,0.5000999999999612,0.009999999999998899,0.0,0.0,0.0,0.014203779424687438,0.017988213792673617,0.00703009805977102,0.014203779424687438,0.017988213792673617,0.00703009805977102,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.04154703880473148,0.037078793961480276,-0.001374505929390714,nan,nan,nan,nan,nan,nan,nan
-1,0.5100999999999601,0.009999999999998899,0.0,0.0,0.0,0.013733631314825237,0.018386442919968462,0.0070244621615752475,0.013733631314825237,0.018386442919968462,0.0070244621615752475,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.04701481098622528,0.03982291272948886,-0.0005635898195773081,nan,nan,nan,nan,nan,nan,nan
-1,0.520099999999959,0.009999999999998899,0.0,0.0,0.0,0.013254665036454871,0.01876608605876693,0.007008806291576735,0.013254665036454871,0.01876608605876693,0.007008806291576735,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.04789662783704185,0.037964313879851004,-0.0015655869998514027,nan,nan,nan,nan,nan,nan,nan
-1,0.5300999999999579,0.009999999999998899,0.0,0.0,0.0,0.012814624406288078,0.019081469826016245,0.006963979415263545,0.012814624406288078,0.019081469826016245,0.006963979415263545,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.044004063016684136,0.03153837672493499,-0.00448268763131949,nan,nan,nan,nan,nan,nan,nan
-1,0.5400999999999568,0.009999999999998899,0.0,0.0,0.0,0.012441871377885837,0.019304048910114245,0.006870931905694024,0.012441871377885837,0.019304048910114245,0.006870931905694024,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.03727530284022817,0.022257908409802445,-0.009304750956953113,nan,nan,nan,nan,nan,nan,nan
-1,0.5500999999999557,0.009999999999998899,0.0,0.0,0.0,0.012142952310013489,0.019423767166489407,0.006716803135427063,0.012142952310013489,0.019423767166489407,0.006716803135427063,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.02989190678723812,0.011971825637517516,-0.015412877026697821,nan,nan,nan,nan,nan,nan,nan
-1,0.5600999999999546,0.009999999999998899,0.0,0.0,0.0,0.011908631999602924,0.01944651194443335,0.006501141653208801,0.011908631999602924,0.01944651194443335,0.006501141653208801,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.02343203104105908,0.0022744777943946035,-0.02156614822182863,nan,nan,nan,nan,nan,nan,nan
-1,0.5700999999999535,0.009999999999998899,0.0,0.0,0.0,0.011706747431965085,0.019403170785207004,0.006240783845891002,0.011706747431965085,0.019403170785207004,0.006240783845891002,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.020188456763786115,-0.004334115922635098,-0.026035780731782733,nan,nan,nan,nan,nan,nan,nan
-1,0.5800999999999524,0.009999999999998899,0.0,0.0,0.0,0.011525430033774292,0.019312167364856574,0.005966881158757239,0.011525430033774292,0.019312167364856574,0.005966881158757239,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.01813173981908131,-0.00910034203504408,-0.02739026871337927,nan,nan,nan,nan,nan,nan,nan
-1,0.5900999999999513,0.009999999999998899,0.0,0.0,0.0,0.011366209821197286,0.019186525686625988,0.005720938737897185,0.011366209821197286,0.019186525686625988,0.005720938737897185,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.01592202125770237,-0.012564167823059937,-0.024594242086008123,nan,nan,nan,nan,nan,nan,nan
-1,0.6000999999999502,0.009999999999998899,0.0,0.0,0.0,0.011225887048388242,0.01904805965844432,0.005526018556037939,0.011225887048388242,0.01904805965844432,0.005526018556037939,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.014032277280905966,-0.013846602818168434,-0.019492018185926736,nan,nan,nan,nan,nan,nan,nan
-1,0.6100999999999491,0.009999999999998899,0.0,0.0,0.0,0.01109434617056694,0.01892321989153927,0.0053622018879695985,0.01109434617056694,0.01892321989153927,0.0053622018879695985,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.013154087782131568,-0.012483976690506176,-0.016381666806835893,nan,nan,nan,nan,nan,nan,nan
-1,0.620099999999948,0.009999999999998899,0.0,0.0,0.0,0.010969779533891461,0.018827603628628436,0.005235442723679553,0.010969779533891461,0.018827603628628436,0.005235442723679553,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.012456663667549299,-0.009561626291084575,-0.012675916429005967,nan,nan,nan,nan,nan,nan,nan
-1,0.6300999999999469,0.009999999999998899,0.0,0.0,0.0,0.0108462076895098,0.018773117564044442,0.005137215954461988,0.0108462076895098,0.018773117564044442,0.005137215954461988,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.012357184438167483,-0.005448606458399983,-0.009822676921757534,nan,nan,nan,nan,nan,nan,nan
-1,0.6400999999999458,0.009999999999998899,0.0,0.0,0.0,0.010710837280101058,0.018767400354948685,0.005042553063785984,0.010710837280101058,0.018767400354948685,0.005042553063785984,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.013537040940875716,-0.0005717209095757533,-0.009466289067601443,nan,nan,nan,nan,nan,nan,nan
-1,0.6500999999999447,0.009999999999998899,0.0,0.0,0.0,0.010548338004993697,0.018807855117276718,0.004909984320908463,0.010548338004993697,0.018807855117276718,0.004909984320908463,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.016249927510737838,0.004045476232803729,-0.013256874287753583,nan,nan,nan,nan,nan,nan,nan
-1,0.6600999999999436,0.009999999999998899,0.0,0.0,0.0,0.010352138815498065,0.018897795046846223,0.004730483563290707,0.010352138815498065,0.018897795046846223,0.004730483563290707,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.019619918949565367,0.00899399295695153,-0.01795007576177756,nan,nan,nan,nan,nan,nan,nan
-1,0.6700999999999425,0.009999999999998899,0.0,0.0,0.0,0.010120648477740569,0.019035919008626306,0.004504517129796412,0.010120648477740569,0.019035919008626306,0.004504517129796412,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.023149033775752195,0.013812396178009828,-0.02259664334943202,nan,nan,nan,nan,nan,nan,nan
-1,0.6800999999999414,0.009999999999998899,0.0,0.0,0.0,0.009858945248582725,0.01921415674569195,0.004240221882312893,0.009858945248582725,0.01921415674569195,0.004240221882312893,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.026170322915787286,0.017823773706566202,-0.026429524748354836,nan,nan,nan,nan,nan,nan,nan
-1,0.6900999999999403,0.009999999999998899,0.0,0.0,0.0,0.00957964304637531,0.01941829983544251,0.003953528654063076,0.00957964304637531,0.01941829983544251,0.003953528654063076,5.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.027930220220744515,0.0204143089750584,-0.028669322824984838,nan,nan,nan,nan,nan,nan,nan
